,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
387,R3HAB,Flashlight,Flashlight - Original Edit,60HuL4PsomRiWh79KBV7jk,0.671,0.947,10,-3.638,1,0.046,0.0304,0.632,0.304,0.393,128.03,178253,4,
388,Martin Garrix,Helicopter,Helicopter - Original Edit,3m3OwRXheUtBRKmcVNUsFo,0.601,0.962,3,-4.52,1,0.0427,0.00984,0.291,0.0977,0.0749,128.055,202507,4,
389,Dimitri Vegas & Like Mike,Higher Place (feat. Ne-Yo),Higher Place (feat. Ne-Yo),2mviqu3iMdsQjeWSxBk7gf,0.71,0.614,7,-6.253,1,0.0743,0.246,4.14e-05,0.151,0.557,124.932,174010,4,
390,Da Tweekaz,Letting Go,Letting Go - Radio Version,56DwfNdpXlUYshzPZnWJ5V,0.47,0.915,5,-3.594,0,0.0408,0.0685,5.22e-05,0.2,0.244,149.951,200695,4,
391,Starkillers,Xception,Xception - Original Mix,2W6V1ygPikPHOgI7aTSFVe,0.688,0.943,1,-2.87,1,0.135,0.00187,0.848,0.0713,0.627,132.001,285455,4,
392,DVBBS,Pyramids,Pyramids - Radio Mix,7ipioDTtamvmdNHwQDsOKc,0.602,0.965,10,-0.959,1,0.074,0.000269,0.00202,0.0859,0.215,128.14,196875,4,
393,DVBBS,This Is Dirty,This Is Dirty - Original Mix,6FqH28raIkXVlcHDUvlEzA,0.456,0.905,7,-1.405,0,0.0737,0.000263,0.899,0.0954,0.084,128.078,295781,4,
394,DVBBS,Raveheart,Raveheart - Original Mix,0kTC7L9V1nEGk58UjA5uqr,0.5,0.986,10,-2.197,1,0.322,0.00106,0.000115,0.283,0.24,127.972,210588,4,
395,DVBBS,White Clouds (The Remixes),White Clouds - MOGUAI Remix,11L5tbYfk6gOOdmOqMjJYo,0.629,0.687,9,-5.14,0,0.0583,0.00282,3.86e-05,0.136,0.326,126.018,331429,4,
396,DVBBS,Voodoo,Voodoo - Original Mix,1CYAEcbhLAluTm47dIFFgZ,0.652,0.822,3,-4.579,0,0.0415,0.00185,0.103,0.0635,0.101,127.996,273833,4,
397,DVBBS,We Were Young,We Were Young - Original Mix,0nr272gODfF2SNA1Q0cuBx,0.467,0.901,0,-4.397,1,0.101,0.00779,0.0254,0.0608,0.0552,127.952,367642,4,
398,DVBBS,Tsunami (Jump),Tsunami (Jump) - Radio Edit,3jsHAlEfplbszLcDID7BHq,0.699,0.982,11,-1.115,0,0.141,0.0417,0.000338,0.0849,0.383,127.958,159493,4,
399,DVBBS,Raveology,Raveology - Original Edit,4O0xbUIH7R6opCojtWmtl0,0.648,0.978,9,-3.161,1,0.0898,0.0087,0.835,0.13,0.582,127.981,180080,4,
400,Nicki Minaj,Pink Friday,Moment 4 Life,39XNWKuuBZK0oaV5YmD2dF,0.651,0.888,11,-3.821,1,0.295,0.375,0,0.299,0.371,97.946,279307,4,
401,Nicki Minaj,Pink Friday,Fly,6mjEABpi5cQ5gqFFOkR1Cc,0.651,0.853,10,-4.751,1,0.0372,0.0146,9.22e-05,0.0971,0.21,119.884,212920,4,
402,Major Lazer,Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),6DNtNfH8hXkqOX1sjqmI7p,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185352,4,
403,Taio Cruz,The Rokstarr Hits Collection,Break Your Heart,7ElF5zxOwYP4qVSWVvse3W,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,201547,4,
405,BACALL,Africa,Africa - Radio Version,0P7lnn81aNwdv2kYWkCFLK,0.77,0.692,9,-5.594,1,0.0566,0.0127,0.000139,0.115,0.513,105.024,186160,4,
406,AREA21,Spaceships,Spaceships,7Ktv8bQUjZt0rr16qgB4h2,0.441,0.766,6,-5.921,0,0.0533,0.0181,1.6e-06,0.509,0.52,150.054,169608,4,
407,Afrojack,Do Or Die (Remix),Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,3i4SQvUfK8Un3YkraZwkNr,0.57,0.888,2,-3.172,1,0.044,0.0335,1.53e-06,0.048,0.211,128.025,278174,4,
408,Strange Talk,Young Hearts (The Chainsmokers Remix),Young Hearts (The Chainsmokers Remix),5Y2ir05xOp9URUlkQuzUcL,0.679,0.838,1,-3.068,1,0.0722,0.0245,7.8e-05,0.201,0.337,126.945,188976,4,
409,Dash Berlin,Here Tonight,Here Tonight,4bwzssgMDOz3nfxkpSqTj8,0.547,0.753,7,-2.371,0,0.044,0.141,0,0.368,0.345,127.959,203438,4,
410,Axwell,Belong,Belong,1la2o7WHv6erRe18gs5sMN,0.577,0.88,6,-2.916,1,0.0357,0.335,0.896,0.143,0.259,127.951,204375,4,
411,ItaloBrothers,Generation Party,Generation Party - Hands Up Radio Edit,5wKoE60pI5NzDIESt79KXH,0.638,0.796,4,-4.331,0,0.0406,0.039,0,0.0737,0.45,142.133,181675,4,
412,Steve Aoki,Back 2 U (feat. WALK THE MOON),Back 2 U (feat. WALK THE MOON),5deDWZeDHWfYk9xaq9ynh4,0.635,0.875,10,-6.221,1,0.0512,0.021,7.94e-06,0.139,0.545,126.034,275977,4,
413,Cheat Codes,Let Me Hold You (Turn Me On),Let Me Hold You (Turn Me On),0lmdsH1MIoLsMymnNpd6HU,0.68,0.774,1,-3.136,0,0.0697,0.101,0,0.113,0.331,102.949,163841,4,
414,MAGIC!,Red Dress,Red Dress,4zag02jtwumRcnPdYYr0Do,0.651,0.794,10,-4.458,1,0.0329,0.0913,0,0.249,0.792,135.974,200797,4,
415,Britney Spears,Glory (Deluxe Version),Liar,0SRMPI9KOnuNRjcK4wZC8j,0.59,0.776,6,-5.272,0,0.0705,0.00705,1.69e-05,0.414,0.81,159.946,196613,4,
416,Britney Spears,Glory (Deluxe Version),Love Me Down,4X6Ms88o4EdhZUqWBWGeOZ,0.657,0.645,2,-6.52,0,0.0603,0.00592,0.000199,0.236,0.658,91.988,198640,4,
417,Britney Spears,Glory (Deluxe Version),Clumsy,19dCpK5w7ZQFaYZBZB0G0T,0.774,0.473,5,-7.07,0,0.131,0.0578,0,0.0888,0.362,103.884,183387,4,
418,Britney Spears,Glory (Deluxe Version),Just Luv Me,6Nc2n959qhnnE8rpR1CWuC,0.616,0.492,9,-9.79,0,0.0609,0.158,0.0071,0.139,0.361,91.997,241453,4,
419,Arttu Lindeman,Faijas (feat. Lucas),Faijas (feat. Lucas),7FTTSfZNFiPvL05ltm8UAr,0.73,0.855,0,-3.547,1,0.0892,0.0563,0,0.151,0.767,98.007,219592,4,
420,Marshmello,Joytime,Keep It Mello (feat. Omar LinX),0Q3SC6kEhxYagDP3bFe5K9,0.686,0.888,1,-3.348,1,0.0857,0.00134,0.000689,0.0736,0.108,142.015,243380,4,
421,Mandi,Pieni Maailma,Tänään Lähdetään,22vT4oQw05Un4sQprfAf1V,0.751,0.895,0,-6.597,1,0.0319,0.136,3.27e-05,0.336,0.865,138.177,227960,4,
422,Dingo,(MM) Parhaat,Nahkatakkinen tyttö,1y5tsdpLOnJnh3wUpib63h,0.313,0.832,2,-5.532,1,0.0931,0.122,0,0.277,0.402,199.368,186040,4,
423,Dingo,Kerjäläisten valtakunta,Autiotalo,6gZiWkvxlNl6DSZkp58p4d,0.517,0.538,2,-7.866,1,0.0375,0.0899,0,0.0855,0.42,113.546,263533,4,
424,Reino Nordin,Kato mua silmiin,Kato mua silmiin,1z0ereQI7jyUE13QCs6CSy,0.816,0.602,7,-4.569,0,0.0508,0.0122,0.000123,0.127,0.524,120.046,208456,4,
425,Cobra Starship,You Make Me Feel... (feat. Sabi),You Make Me Feel... (feat. Sabi),5FeuH4LtGxDWkSkhRG47QT,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693,4,
426,Britney Spears,The Singles Collection,3,4pJHQ4rSyYx3X8HsvN6kN6,0.705,0.626,5,-4.077,0,0.0404,0.0556,0,0.199,0.778,134.926,205293,4,
427,Britney Spears,Clumsy,Clumsy,0kHMgkYiUgKfh0gY8gTIan,0.767,0.469,5,-7.072,0,0.152,0.0574,0,0.0979,0.346,103.942,182320,4,
428,Nylon Beat,Parhaat!,Rakastuin mä looseriin,34B7h0Yn3U1BkUhrWBL6GS,0.604,0.755,0,-6.664,1,0.187,0.0325,0.295,0.324,0.567,188.866,256867,4,
429,One Direction,Made In The A.M. (Deluxe Edition),History,0HMjXBAZmSYOTTi33WpMso,0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704,187427,4,
430,Flume,Never Be Like You,Never Be Like You,4ja3m5fYLcugwuXB6Jkh4Y,0.529,0.554,0,-5.427,1,0.0556,0.467,0,0.125,0.286,119.725,234910,4,
431,John Legend,All of Me (Tiësto's Birthday Treatment Remix - Radio Edit),All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,1mzGywacjpeik00PVLBPpF,0.606,0.72,5,-6.253,0,0.0283,0.000149,0.00165,0.0745,0.178,127.985,251613,4,
432,Calvin Harris,18 Months,Sweet Nothing (feat. Florence Welch),24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560,4,
433,Olly Murs,Grow Up,Grow Up,5nJWME6j2dfFSm5B6ayDrw,0.571,0.719,8,-3.914,1,0.0655,0.279,0,0.0891,0.511,167.339,224773,4,
434,Mikael Gabriel,Lumi Teki Enkelin Eteiseen (Vain Elämää Kausi 5),Lumi Teki Enkelin Eteiseen - Vain Elämää Kausi 5,0qQ2TDJ42jGaEHE5cJAuG5,0.563,0.584,1,-8.778,0,0.247,0.157,0,0.335,0.281,172.13,161528,4,
435,Mac Miller,Donald Trump - Single,Donald Trump,3uulVrxiI7iLTjOBZsaiF8,0.636,0.901,1,-7.094,0,0.118,0.119,0,0.391,0.836,162.994,165908,4,
436,Mac Miller,My Favorite Part,My Favorite Part,6UUSdhj9yqzVum2YDIs3KE,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,216000,4,
437,Gavin James,Nervous (The Ooh Song) [Mark McCabe Remix],Nervous (The Ooh Song) - Mark McCabe Remix,0L9lXMXddmoBbBUeF7A9An,0.432,0.874,7,-5.558,1,0.0462,0.0732,6.14e-06,0.371,0.374,103.85,195195,4,
438,iSHi,There For Me,There For Me,6tvUSjkuJeLdCcyc5k9mEu,0.752,0.711,8,-5.779,0,0.0617,0.239,6.5e-06,0.324,0.687,120.423,212702,4,
439,Mac Miller,On And On And Beyond,Life Ain't Easy,7C1mp6UzyOrESLQCtNE6dO,0.661,0.722,11,-5.735,0,0.0818,0.0366,0,0.302,0.691,94.507,161379,4,
440,Mac Miller,GO:OD AM,Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,208080,4,
441,Mac Miller,Blue Slide Park,Diamonds & Gold,0Etjx0wbI3vCJAA054J5ZY,0.438,0.793,5,-6.883,0,0.346,0.109,0,0.241,0.462,175.876,197852,4,
442,Dawin,Sunday,Jumpshot,4izP2KMwrhAdZEtIyp8Z8w,0.909,0.63,6,-3.9,0,0.0852,0.19,0,0.0291,0.803,97.027,209093,4,
443,Smith & Thell,ROW,ROW,6vFx55KVZxkos6JiasUuro,0.612,0.719,7,-4.889,1,0.0296,0.326,7.31e-05,0.184,0.59,110.016,206317,4,
444,FRENSHIP,Truce - EP,1000 Nights,2mb32CDk3XusDc87vjeAoG,0.594,0.709,6,-9.541,0,0.0377,0.0315,0.0562,0.0738,0.587,90.001,240293,4,
445,Maroon 5,Don't Wanna Know,Don't Wanna Know,5MFzQMkrl1FOOng9tq6R9r,0.783,0.623,7,-6.126,1,0.08,0.338,0,0.0975,0.447,100.048,214480,4,
446,Alex Vargas,Higher Love,Higher Love,1XcrVYh47expQrgm4cEToC,0.523,0.572,7,-7.196,0,0.0384,0.511,3.22e-06,0.128,0.22,112.833,216757,4,
447,JAY-Z,Collision Course (Deluxe Version),Numb / Encore,7dyluIqv7QYVTXXZiMWPHW,0.685,0.803,2,-4.251,1,0.156,0.0601,0,0.546,0.799,107.005,205280,4,
448,Tinie Tempah,Disc-Overy,Pass Out,2i5gkqfLxlCM902kgZVb6v,0.693,0.891,1,-3.261,1,0.296,0.0281,0,0.143,0.532,91.1,268053,4,
449,Kanye West,The Life Of Pablo,Real Friends,4TsRQ0onK2Lmjw9TvomNJZ,0.462,0.748,6,-6.264,0,0.465,0.263,0.000482,0.138,0.132,170.862,251573,4,
450,Meek Mill,Dreams Worth More Than Money,Jump Out the Face (feat. Future),17AS0y6FnHdYImAPUydAJg,0.699,0.543,0,-8.879,1,0.138,0.0411,1.26e-06,0.178,0.14,130.064,161907,4,
451,Wiz Khalifa,Blacc Hollywood (Deluxe),We Dem Boyz,1ULa3GfdMKs0MfRpm6xVlu,0.717,0.862,8,-4.736,1,0.054,0.00689,0,0.321,0.52,130.021,224933,4,
452,Tyga,Gucci Snakes,Gucci Snakes,3S6Qk3eJctunBqcqC3jmcE,0.702,0.695,11,-7.365,0,0.257,0.0636,0,0.376,0.533,150.003,320267,4,
453,DJ Khaled,For Free,For Free,0lDBERpbbSfh3og8dSszfj,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695,4,
454,Tinie Tempah,Disc-Overy,Love Suicide (feat. Ester Dean),6WVXYeXd1O0bCEKxaEh6Si,0.753,0.816,7,-4.117,1,0.108,0.0424,0,0.174,0.614,89.997,247693,4,
455,Cashmere Cat,Trust Nobody,Trust Nobody,2RlcBZiskvuupu6pG8bsNe,0.592,0.652,7,-7.209,0,0.164,0.451,0,0.117,0.726,78.488,218987,5,
456,Eldis,Kontti,Kontti,7pHc1wejOm6psbZFJzZZTD,0.915,0.779,7,-4.317,1,0.198,0.12,4.2e-06,0.0266,0.686,122.073,191468,4,
457,Vesterinen yhtyeineen,Faija Käyttää Napapaitaa,Faija Käyttää Napapaitaa,4xVQYvQz9l0v8YavRiipFN,0.694,0.803,0,-4.28,1,0.0396,0.0409,0,0.218,0.422,124.937,208393,4,
458,Ellie Goulding,"Still Falling For You (From ""Bridget Jones's Baby"" Original Motion Picture Soundtrack)","Still Falling For You - From ""Bridget Jones's Baby""",638fKB27P7UAmu3Aq0vEJ3,0.512,0.531,1,-8.03,1,0.0418,0.547,2.46e-06,0.102,0.19,96.058,240867,4,
459,Arttu Lindeman,Menee tunteisiin,Menee tunteisiin,7xXO80FA9PJrMqGkZaDdwH,0.585,0.867,11,-3.549,1,0.0548,0.338,0,0.0265,0.62,165.077,202224,3,
460,Mac Miller,The Divine Feminine,Dang! (feat. Anderson .Paak),5iUQMwxUPdJBFeGkePtM66,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350,4,
461,Mac Miller,Best Day Ever (5th Anniversary Remastered Edition),All Around The World,5NFN8JxhS86lm8Pxj5aT6I,0.468,0.926,1,-4.19,1,0.208,0.00608,0,0.0749,0.404,150.775,221232,4,
462,Hailee Steinfeld,Love Myself,Love Myself,0xCmwofyCiXdhoBsMSNj2w,0.616,0.768,0,-6.714,0,0.0781,0.0032,0,0.427,0.322,122.91,218773,4,
463,JVG,Revolveri (Luokkakokous 2 - Polttarit),Revolveri (Luokkakokous 2 - Polttarit),2lxrLR1S6M4upQZbSOQKD4,0.716,0.812,5,-4.579,0,0.0743,0.0494,0,0.212,0.513,124.121,198743,4,
464,Sound Of Legend,Blue (Da Ba Dee) [Sound of Legend Version Edit],Blue (Da Ba Dee) - Sound of Legend Version Edit,3JUxU3KohteqkLk9BOpQ1c,0.575,0.978,7,-1.81,0,0.0613,0.125,0.000347,0.118,0.212,128.013,179893,4,
465,Rae Sremmurd,SremmLife 2 (Deluxe),Black Beatles,21xJVN5wEbJogczYxfZhqR,0.794,0.647,0,-6.232,1,0.0628,0.158,0,0.139,0.345,145.945,291893,4,
466,Pitbull,Can't Have (feat. Steven A. Clark & Ape Drums),Can't Have (feat. Steven A. Clark & Ape Drums),5vNulf3Z6xUrBzGy5hcFgM,0.623,0.85,8,-2.605,0,0.108,0.0276,3.47e-06,0.148,0.658,105.033,214905,4,
467,Mike Perry,Inside the Lines,Inside the Lines,5GzExVEv1JDsYyPFjMdXsA,0.561,0.8,8,-4.576,1,0.0324,0.0709,0.000133,0.0934,0.399,96.989,204504,4,
468,Yves V,Daylight (With You),Daylight (With You),0ZCZIa0C46ZFtd6HOxDVwb,0.56,0.806,1,-3.881,0,0.0455,0.0759,0,0.656,0.21,127.938,226939,4,
469,Cash Cash,"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)","Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",4bciEWCPPeR2UiVloDyUc5,0.613,0.765,9,-2.974,0,0.0568,0.055,0,0.205,0.335,144.893,210307,4,
470,Møtions,Money On Me,Money On Me,0NRDqdftUY55loREoSeK8P,0.455,0.714,10,-6.065,1,0.0444,0.0855,0,0.0812,0.386,155.163,195367,4,
471,Sage The Gemini,Now and Later,Now and Later,43jBqV3j3Xi1g6wO0bhIMd,0.781,0.57,11,-5.874,0,0.188,0.273,0,0.196,0.858,107.059,193181,4,
472,Jason Derulo,The Other Side,The Other Side,4CLZ3D2RCI5ZCfB51D6NwB,0.561,0.836,9,-3.939,1,0.1,0.0525,0,0.136,0.517,127.923,226987,4,
473,The Wanted,The Wanted (Special Edition),Chasing The Sun,2I7TngtQc3oZO0fsyFDUAJ,0.636,0.732,7,-6.209,0,0.0962,0.242,0,0.498,0.679,128.11,198800,4,
474,Calvin Harris,18 Months,We'll Be Coming Back (feat. Example),7B1Dl3tXqySkB8OPEwVvSu,0.596,0.952,7,-4.364,1,0.0873,0.00131,0,0.598,0.571,127.945,234360,4,
475,Bryan Adams,The Best Of Me,(Everything I Do) I Do It For You,5nydh0uIcz9gxSoJY6FtTn,0.518,0.47,1,-8.692,1,0.0273,0.0665,1.24e-05,0.0792,0.247,131.214,393733,4,
476,Various Artists,Bad Boy's 10th Anniversary- The Hits,I'll Be Missing You (feat. 112),3QHONiXGMGU3z68mQInncF,0.862,0.479,7,-9.199,1,0.0646,0.0522,0.00126,0.589,0.925,109.878,301520,4,
477,Mikael Gabriel,Versus,Hirviö,3XQX9j6no2CX817DPsB6m3,0.801,0.784,7,-7.073,1,0.183,0.174,0,0.243,0.546,107.007,200440,4,
478,Juha Tapio,Lapislatsulia,Tykkään susta niin että halkeen,6Bj2EIPJfNv96wY8fCg5eC,0.521,0.721,4,-7.239,0,0.0344,0.0137,2.34e-05,0.0981,0.768,167.898,190427,4,
479,Madcon,Contraband,Freaky Like Me,0nOFRbiftNe7TTPtpobeXt,0.602,0.752,8,-4.48,1,0.064,0.00969,0,0.158,0.562,86.011,189773,4,
480,Zedd,Clarity (Deluxe),Clarity,3HrozUzUsMLPNWwuYUHwdV,0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128.0,271427,4,
481,Zedd,Clarity (Deluxe),Spectrum,42MhtniCyRkj5bsO6HP1lp,0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,243413,4,
482,Simple Plan,Still Not Getting Any,Welcome to My Life,10rChmECwPcvTTj4w07hq4,0.421,0.858,1,-4.535,1,0.0963,0.0134,0,0.067,0.491,173.255,206773,4,
483,Juju,Mustavalkosta,Huuda,3kUpcFZaLR9i14gqF7cm6T,0.662,0.641,5,-6.157,1,0.273,0.704,0,0.124,0.67,72.048,235133,4,
484,James Blunt,Moon Landing (Deluxe Edition),Bonfire Heart,13ETkZ90sElK5xJuB4cUEt,0.575,0.821,0,-5.7,1,0.0527,0.181,0,0.124,0.449,118.021,238000,4,
485,James Blunt,All the Lost Souls,1973,1BV0m40U0M4t1SLIsDnwZl,0.72,0.668,9,-7.928,1,0.0269,0.0652,0.00664,0.0789,0.768,123.007,280027,4,
486,Jessie J,Who You Are (Platinum Edition),Nobody's Perfect,1mj5HO7KEAopJDRZXRnESe,0.581,0.881,7,-3.22,0,0.28,0.00228,0,0.663,0.663,163.064,259867,4,
487,Akon,Konvicted,"Sorry, Blame It On Me",6m5jURnwGHY1pVw0sJqBBq,0.709,0.65,7,-7.371,1,0.273,0.251,2.32e-05,0.0731,0.543,176.141,295720,4,
488,The Lonely Island,Turtleneck & Chain,I Just Had Sex,0u836P4OFuN0iJKkqoDIr0,0.609,0.81,6,-4.229,1,0.18,0.0149,0,0.205,0.764,167.992,166560,4,
489,Olly Murs,In Case You Didn't Know,Heart Skips a Beat (feat. Rizzle Kicks),1f8UCzB3RqIgNkW7QIiIeP,0.843,0.881,9,-3.951,1,0.0581,0.14,0,0.0765,0.876,110.621,202267,4,
490,Justin Bieber,Believe (Deluxe Edition),Believe,6akbXZeXdrWWsG77ZD3cuD,0.51,0.847,0,-5.603,1,0.155,0.163,0,0.156,0.508,159.83,222560,4,
491,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),Stereo Hearts (feat. Adam Levine),0BgRaFy7qnwT1PuUmSTFkf,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960,4,
492,Basshunter,DotA,Vi sitter i Ventrilo och Spelar DotA,29BLha9wij5tpUtoOpxy49,0.463,0.973,0,-5.572,1,0.12,0.012,0.000586,0.183,0.531,139.995,199920,4,
493,kent,FF / VinterNoll2,FF,0wcgKzjWfU3mx2DEmw8yxK,0.617,0.858,7,-5.217,0,0.0274,0.0165,0.196,0.425,0.963,124.798,252747,4,
494,R3HAB,Samurai (Tiësto Remix),Samurai - Tiësto Remix,6PTgK9WsthhdyYB1gynwZw,0.514,0.966,7,-3.925,1,0.0585,0.03,0.827,0.09,0.0378,128.007,283125,4,
495,KT Tunstall,Suddenly I See,Suddenly I See,45qa5RGheZPWO9iqsjl6No,0.537,0.857,7,-5.12,1,0.076,0.0712,1.14e-06,0.0993,0.722,101.388,192653,4,
496,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],I Gotta Feeling,70cTMpcgWMcR18t9MRJFjB,0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,289133,4,
497,Kesha,TiK ToK,TiK ToK,3fVSUMkxJAQsEm3e3yXHAX,0.74,0.847,2,-2.084,0,0.168,0.085,0,0.321,0.68,120.067,200040,4,
498,Sean Kingston,Tomorrow,Fire Burning,2oENJa1T33GJ0w8dC167G4,0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.331,0.888,122.973,239987,4,
499,Jason Derulo,Jason Derulo (International),Whatcha Say,7xkQdy0cy5ymoWT7nedvLz,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,221253,4,
500,The Chainsmokers,#SELFIE,#SELFIE - Original Mix,6jEhWcVKEgbczzrU4p2X5u,0.789,0.915,0,-3.263,1,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,183750,4,
501,Howard Shore,The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",3B7udSGy2PfgoCniMSb523,0.581,0.0549,10,-20.514,0,0.0397,0.559,0,0.0718,0.234,152.037,300840,4,
502,Aikakone,Greatest Hits,Keltainen,1sjDdrMgjyKoxLi0iS31uR,0.523,0.688,8,-5.316,1,0.0251,0.182,5.8e-06,0.17,0.393,84.998,268520,4,
503,Kymppilinja,Valmistaudu olemaan väärässä,Minä (feat. Mariska),3gYHMSi0QXprEALlsYDgF5,0.699,0.789,3,-7.342,0,0.188,0.0274,0,0.182,0.658,125.98,243160,4,
504,Puhuva Kone,Jokainen Tavallaan,Puhuva Kone,0LZuvjd3c9RCfhW1GYmbCB,0.895,0.627,10,-2.366,0,0.0837,0.27,0,0.034,0.582,91.951,183773,4,
505,Aamupojat,Radiohitit,Beibi älä vonkaa,5oScu2s1RNMmXc5GoihMSC,0.619,0.922,11,-5.222,0,0.0378,0.00894,0,0.295,0.781,139.955,209907,4,
506,Various Artists,Your Favorite Songs from 100 Disney Channel Original Movies,"Determinate - From ""Lemonade Mouth""",0pq5jP4w5L6Tl1VrZnrgah,0.564,0.775,1,-4.94,0,0.0571,0.00223,0,0.0904,0.165,139.931,196280,4,
507,Emily Osment,Fight Or Flight,Let's Be Friends,1d4l9SHX6yb3dVySZT6x89,0.596,0.79,4,-6.475,0,0.0757,0.00369,6.42e-06,0.175,0.494,123.988,180933,4,
508,Rita Ora,I Will Never Let You Down,I Will Never Let You Down,2ia7iiEtpiOL2ZVuWxBZGB,0.753,0.801,4,-3.215,1,0.0296,0.403,0,0.128,0.794,128.011,203467,4,
509,Dingo,Nimeni On Dingo,Levoton Tuhkimo,30Ycic1p43sN4KlzK9MX4G,0.718,0.655,0,-7.492,1,0.0553,0.155,0,0.385,0.9,123.206,264560,4,
510,One Direction,Midnight Memories (Deluxe),Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,4,
511,Zara Larsson,I Would Like,I Would Like,0HVj61S4pQJdQhgZP61G65,0.486,0.713,2,-3.949,0,0.0524,0.0853,0,0.0839,0.297,121.028,226720,4,
512,Martin Jensen,Solo Dance,Solo Dance,3R6dPfF2yBO8mHySW1XDAa,0.746,0.846,9,-2.432,1,0.048,0.0485,0,0.195,0.403,114.955,174933,4,
513,Otto Knows,Dying For You (feat. Alex Aris),Dying for You (feat. Alex Aris) - Radio Edit,59A6lBd9QmcD8rQTZPj1xD,0.686,0.582,10,-6.088,1,0.0371,0.489,8.09e-06,0.082,0.437,121.97,198971,4,
514,Leona Lewis,Spirit,Better in Time,2iXBZ32Fz5VDCLeE0JIdX5,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173,4,
515,Laleh,Sjung,Some Die Young,2bfRfAO1RNWcpNtWJv042o,0.631,0.678,5,-7.18,1,0.0273,0.122,7.06e-05,0.204,0.279,98.477,228067,4,
516,Jessie J,Who You Are (Platinum Edition),Who You Are,219eUQBWnfmADjKZEWEfSM,0.532,0.677,6,-3.912,0,0.0367,0.0225,5.74e-06,0.263,0.21,135.948,230813,4,
517,Sunnery James & Ryan Marciano,Come Follow,Come Follow,2BLef0yQZ4CWYOU10kCT1k,0.424,0.813,7,-7.35,1,0.0748,0.0268,0.000109,0.0923,0.245,128.201,219375,4,
518,Hurts,Happiness - Deluxe Edition,Stay,2WmDlNSXpyYgMK0ws7ZWDa,0.447,0.72,11,-7.504,1,0.0517,0.0206,0.000353,0.282,0.297,156.0,235200,4,
519,Avicii,Silhouettes,Silhouettes - Original Radio Edit,06h3McKzmxS8Bx58USHiMq,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,211880,4,
520,Disco Ensemble,Warriors,Second Soul,6Ovi0f2Ant45moF9zJNERx,0.48,0.804,11,-4.437,0,0.0508,0.000147,4.91e-05,0.124,0.315,140.015,221387,4,
521,Selena Gomez,Stars Dance,Love Will Remember,0kAv1wGVCGPIHEH1hFJNcG,0.624,0.952,7,-4.103,0,0.175,0.0119,0,0.0998,0.311,110.018,210360,4,
522,Duke Dumont,I Got U,I Got U,4r8hRPbidDIoDPphxi78aY,0.653,0.756,0,-7.794,1,0.0366,0.00364,0.00651,0.089,0.42,120.82,285596,4,
523,Afrojack,The Spark,The Spark,100EbPCjtuBNBcNxu7Wt6p,0.629,0.929,11,-3.745,1,0.0464,0.134,0,0.134,0.499,126.003,243754,4,
